1682428187.751361 server started (55421): version 3.3a, socket /private/tmp/tmux-503/default, protocol 8
1682428187.751411 on Darwin 21.6.0 Darwin Kernel Version 21.6.0: Mon Dec 19 20:44:01 PST 2022; root:xnu-8020.240.18~2/RELEASE_X86_64
1682428187.751433 using libevent 2.1.12-stable (select); utf8proc 2.8.0; ncurses 6.4
1682428187.751524 input_key_build: 0x10e003 (PasteStart) is \033[200~
1682428187.752133 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1682428187.752147 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1682428187.752159 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1682428187.752169 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1682428187.752179 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1682428187.752192 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1682428187.752210 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1682428187.752227 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1682428187.752243 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1682428187.752274 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1682428187.752284 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1682428187.752292 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1682428187.752300 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1682428187.752308 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1682428187.752316 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1682428187.752324 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1682428187.752330 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1682428187.752337 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1682428187.752342 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1682428187.752348 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1682428187.752355 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1682428187.752365 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1682428187.752371 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1682428187.752380 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1682428187.752387 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1682428187.752394 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1682428187.752402 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1682428187.752410 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1682428187.752418 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1682428187.752426 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1682428187.752433 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1682428187.752441 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1682428187.752449 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1682428187.752456 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1682428187.752464 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1682428187.752472 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1682428187.752479 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1682428187.752487 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1682428187.752495 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1682428187.752502 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1682428187.752511 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1682428187.752519 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1682428187.752526 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1682428187.752535 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1682428187.752543 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1682428187.752551 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1682428187.752559 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1682428187.752567 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1682428187.752574 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1682428187.752583 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1682428187.752590 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1682428187.752598 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1682428187.752606 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1682428187.752614 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1682428187.752621 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1682428187.752631 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1682428187.752639 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1682428187.752646 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1682428187.752655 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1682428187.752663 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1682428187.752670 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1682428187.752678 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1682428187.752687 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1682428187.752695 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1682428187.752702 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1682428187.752709 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1682428187.752736 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1682428187.752745 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1682428187.752755 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1682428187.752764 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1682428187.752773 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1682428187.752782 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1682428187.752790 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1682428187.752797 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1682428187.752805 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1682428187.752812 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1682428187.752819 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1682428187.752827 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1682428187.752834 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1682428187.752841 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1682428187.752849 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1682428187.752856 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1682428187.752864 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1682428187.752873 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1682428187.752882 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1682428187.752892 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1682428187.752901 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1682428187.752909 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1682428187.752919 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1682428187.752927 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1682428187.752937 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1682428187.752946 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1682428187.752956 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1682428187.752965 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1682428187.752974 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1682428187.752982 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1682428187.752991 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1682428187.752999 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1682428187.753007 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1682428187.753015 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1682428187.753023 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1682428187.753032 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1682428187.753041 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1682428187.753051 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1682428187.753058 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1682428187.753066 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1682428187.753073 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1682428187.753081 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1682428187.753090 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1682428187.753099 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1682428187.753108 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1682428187.753118 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1682428187.753126 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1682428187.753135 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1682428187.753145 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1682428187.753152 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1682428187.753160 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1682428187.753168 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1682428187.753178 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1682428187.753187 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1682428187.753217 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1682428187.753226 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1682428187.753236 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1682428187.753244 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1682428187.753253 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1682428187.753262 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1682428187.753269 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1682428187.753277 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1682428187.753286 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1682428187.753293 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1682428187.753302 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1682428187.753311 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1682428187.753321 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1682428187.753330 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1682428187.753337 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1682428187.753345 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1682428187.753354 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1682428187.753362 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1682428187.753369 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1682428187.753376 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1682428187.753384 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1682428187.753411 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1682428187.753420 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1682428187.753429 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1682428187.753436 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1682428187.753443 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1682428187.753449 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1682428187.753455 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1682428187.753462 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1682428187.753469 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1682428187.753477 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1682428187.753484 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1682428187.753491 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1682428187.753498 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1682428187.753506 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1682428187.753514 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1682428187.753522 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1682428187.753531 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1682428187.753540 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1682428187.753548 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1682428187.753557 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1682428187.753567 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1682428187.753575 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1682428187.753599 yylex_token: bind
1682428187.753610 yylex_token: -N
1682428187.753620 yylex_token: Send the prefix key
1682428187.753628 yylex_token: C-b
1682428187.753638 yylex_token: send-prefix
1682428187.753649 cmd_parse_build_commands 0:0: bind
1682428187.753657 cmd_parse_build_commands 0:1: -N
1682428187.753664 cmd_parse_build_commands 0:2: Send the prefix key
1682428187.753672 cmd_parse_build_commands 0:3: C-b
1682428187.753680 cmd_parse_build_commands 0:4 0:0: send-prefix
1682428187.753705 cmd_parse_build_commands 0:0: send-prefix
1682428187.753733 args_parse: flags end at 1 of 1
1682428187.753747 cmd_parse_build_commands: send-prefix
1682428187.753756 args_parse: -N = Send the prefix key
1682428187.753782 args_parse: flags end at 3 of 5
1682428187.753790 args_parse: 3 = C-b (type 1)
1682428187.753800 args_parse: 4 = send-prefix (type 2)
1682428187.753821 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1682428187.753836 cmdq_get_command: [bind-key/0x7fc191105120] group 2
1682428187.753845 cmdq_append <global>: [bind-key/0x7fc191105120]
1682428187.753854 yylex_token: bind
1682428187.753861 yylex_token: -N
1682428187.753870 yylex_token: Rotate through the panes
1682428187.753877 yylex_token: C-o
1682428187.753885 yylex_token: rotate-window
1682428187.753894 cmd_parse_build_commands 0:0: bind
1682428187.753902 cmd_parse_build_commands 0:1: -N
1682428187.753910 cmd_parse_build_commands 0:2: Rotate through the panes
1682428187.753918 cmd_parse_build_commands 0:3: C-o
1682428187.753926 cmd_parse_build_commands 0:4 0:0: rotate-window
1682428187.753935 cmd_parse_build_commands 0:0: rotate-window
1682428187.753947 args_parse: flags end at 1 of 1
1682428187.753956 cmd_parse_build_commands: rotate-window
1682428187.753964 args_parse: -N = Rotate through the panes
1682428187.753974 args_parse: flags end at 3 of 5
1682428187.753983 args_parse: 3 = C-o (type 1)
1682428187.753992 args_parse: 4 = rotate-window (type 2)
1682428187.754009 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1682428187.754021 cmdq_get_command: [bind-key/0x7fc191105910] group 10
1682428187.754029 cmdq_append <global>: [bind-key/0x7fc191105910]
1682428187.754038 yylex_token: bind
1682428187.754046 yylex_token: -N
1682428187.754055 yylex_token: Suspend the current client
1682428187.754063 yylex_token: C-z
1682428187.754071 yylex_token: suspend-client
1682428187.754079 cmd_parse_build_commands 0:0: bind
1682428187.754088 cmd_parse_build_commands 0:1: -N
1682428187.754097 cmd_parse_build_commands 0:2: Suspend the current client
1682428187.754106 cmd_parse_build_commands 0:3: C-z
1682428187.754115 cmd_parse_build_commands 0:4 0:0: suspend-client
1682428187.754125 cmd_parse_build_commands 0:0: suspend-client
1682428187.754135 args_parse: flags end at 1 of 1
1682428187.754144 cmd_parse_build_commands: suspend-client
1682428187.754153 args_parse: -N = Suspend the current client
1682428187.754161 args_parse: flags end at 3 of 5
1682428187.754169 args_parse: 3 = C-z (type 1)
1682428187.754177 args_parse: 4 = suspend-client (type 2)
1682428187.754196 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1682428187.754206 cmdq_get_command: [bind-key/0x7fc191105ef0] group 18
1682428187.754215 cmdq_append <global>: [bind-key/0x7fc191105ef0]
1682428187.754222 yylex_token: bind
1682428187.754229 yylex_token: -N
1682428187.754237 yylex_token: Select next layout
1682428187.754243 yylex_token: Space
1682428187.754250 yylex_token: next-layout
1682428187.754257 cmd_parse_build_commands 0:0: bind
1682428187.754263 cmd_parse_build_commands 0:1: -N
1682428187.754269 cmd_parse_build_commands 0:2: Select next layout
1682428187.754274 cmd_parse_build_commands 0:3: Space
1682428187.754280 cmd_parse_build_commands 0:4 0:0: next-layout
1682428187.754288 cmd_parse_build_commands 0:0: next-layout
1682428187.754295 args_parse: flags end at 1 of 1
1682428187.754303 cmd_parse_build_commands: next-layout
1682428187.754309 args_parse: -N = Select next layout
1682428187.754315 args_parse: flags end at 3 of 5
1682428187.754321 args_parse: 3 = Space (type 1)
1682428187.754328 args_parse: 4 = next-layout (type 2)
1682428187.754345 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1682428187.754355 cmdq_get_command: [bind-key/0x7fc191106330] group 26
1682428187.754360 cmdq_append <global>: [bind-key/0x7fc191106330]
1682428187.754367 yylex_token: bind
1682428187.754373 yylex_token: -N
1682428187.754383 yylex_token: Break pane to a new window
1682428187.754389 yylex_token: !
1682428187.754396 yylex_token: break-pane
1682428187.754403 cmd_parse_build_commands 0:0: bind
1682428187.754409 cmd_parse_build_commands 0:1: -N
1682428187.754414 cmd_parse_build_commands 0:2: Break pane to a new window
1682428187.754433 cmd_parse_build_commands 0:3: !
1682428187.754440 cmd_parse_build_commands 0:4 0:0: break-pane
1682428187.754447 cmd_parse_build_commands 0:0: break-pane
1682428187.754454 args_parse: flags end at 1 of 1
1682428187.754461 cmd_parse_build_commands: break-pane
1682428187.754468 args_parse: -N = Break pane to a new window
1682428187.754473 args_parse: flags end at 3 of 5
1682428187.754479 args_parse: 3 = ! (type 1)
1682428187.754486 args_parse: 4 = break-pane (type 2)
1682428187.754499 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1682428187.754508 cmdq_get_command: [bind-key/0x7fc1911066d0] group 34
1682428187.754513 cmdq_append <global>: [bind-key/0x7fc1911066d0]
1682428187.754519 yylex_token: bind
1682428187.754525 yylex_token: -N
1682428187.754533 yylex_token: Split window vertically
1682428187.754539 yylex_token: "
1682428187.754545 yylex_token: split-window
1682428187.754552 cmd_parse_build_commands 0:0: bind
1682428187.754558 cmd_parse_build_commands 0:1: -N
1682428187.754564 cmd_parse_build_commands 0:2: Split window vertically
1682428187.754569 cmd_parse_build_commands 0:3: "
1682428187.754575 cmd_parse_build_commands 0:4 0:0: split-window
1682428187.754583 cmd_parse_build_commands 0:0: split-window
1682428187.754591 args_parse: flags end at 1 of 1
1682428187.754599 cmd_parse_build_commands: split-window
1682428187.754606 args_parse: -N = Split window vertically
1682428187.754612 args_parse: flags end at 3 of 5
1682428187.754617 args_parse: 3 = " (type 1)
1682428187.754624 args_parse: 4 = split-window (type 2)
1682428187.754636 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1682428187.754645 cmdq_get_command: [bind-key/0x7fc191106aa0] group 42
1682428187.754650 cmdq_append <global>: [bind-key/0x7fc191106aa0]
1682428187.754656 yylex_token: bind
1682428187.754662 yylex_token: -N
1682428187.754670 yylex_token: List all paste buffers
1682428187.754675 yylex_token: #
1682428187.754682 yylex_token: list-buffers
1682428187.754689 cmd_parse_build_commands 0:0: bind
1682428187.754695 cmd_parse_build_commands 0:1: -N
1682428187.754700 cmd_parse_build_commands 0:2: List all paste buffers
1682428187.754705 cmd_parse_build_commands 0:3: #
1682428187.754711 cmd_parse_build_commands 0:4 0:0: list-buffers
1682428187.754719 cmd_parse_build_commands 0:0: list-buffers
1682428187.754726 args_parse: flags end at 1 of 1
1682428187.754733 cmd_parse_build_commands: list-buffers
1682428187.754739 args_parse: -N = List all paste buffers
1682428187.754745 args_parse: flags end at 3 of 5
1682428187.754751 args_parse: 3 = # (type 1)
1682428187.754757 args_parse: 4 = list-buffers (type 2)
1682428187.754773 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1682428187.754781 cmdq_get_command: [bind-key/0x7fc191106e90] group 50
1682428187.754787 cmdq_append <global>: [bind-key/0x7fc191106e90]
1682428187.754793 yylex_token: bind
1682428187.754799 yylex_token: -N
1682428187.754807 yylex_token: Rename current session
1682428187.754813 yylex_token: $
1682428187.754819 yylex_token: command-prompt
1682428187.754826 yylex_token: -I#S
1682428187.754832 yylex_token: rename-session
1682428187.754838 yylex_token: --
1682428187.754844 yylex_token: %%
1682428187.754852 cmd_parse_build_commands 0:0: bind
1682428187.754858 cmd_parse_build_commands 0:1: -N
1682428187.754863 cmd_parse_build_commands 0:2: Rename current session
1682428187.754869 cmd_parse_build_commands 0:3: $
1682428187.754875 cmd_parse_build_commands 0:4 0:0: command-prompt
1682428187.754882 cmd_parse_build_commands 0:4 0:1: -I#S
1682428187.754891 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1682428187.754897 cmd_parse_build_commands 0:4 0:2 0:1: --
1682428187.754903 cmd_parse_build_commands 0:4 0:2 0:2: %%
1682428187.754911 cmd_parse_build_commands 0:0: command-prompt
1682428187.754918 cmd_parse_build_commands 0:1: -I#S
1682428187.754925 cmd_parse_build_commands 0:2 0:0: rename-session
1682428187.754931 cmd_parse_build_commands 0:2 0:1: --
1682428187.754956 cmd_parse_build_commands 0:2 0:2: %%
1682428187.754964 cmd_parse_build_commands 0:0: rename-session
1682428187.754969 cmd_parse_build_commands 0:1: --
1682428187.754975 cmd_parse_build_commands 0:2: %%
1682428187.754983 args_parse: flags end at 2 of 3
1682428187.754989 args_parse: 2 = %% (type 1)
1682428187.754998 cmd_parse_build_commands: rename-session "%%"
1682428187.755005 args_parse: -I = #S
1682428187.755011 args_parse: flags end at 2 of 3
1682428187.755019 args_parse: 2 = rename-session "%%" (type 2)
1682428187.755031 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1682428187.755037 args_parse: -N = Rename current session
1682428187.755043 args_parse: flags end at 3 of 5
1682428187.755049 args_parse: 3 = $ (type 1)
1682428187.755060 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1682428187.755078 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1682428187.755087 cmdq_get_command: [bind-key/0x7fc191107140] group 58
1682428187.755093 cmdq_append <global>: [bind-key/0x7fc191107140]
1682428187.755100 yylex_token: bind
1682428187.755105 yylex_token: -N
1682428187.755113 yylex_token: Split window horizontally
1682428187.755119 yylex_get_word: %
1682428187.755125 yylex_token: split-window
1682428187.755131 yylex_token: -h
1682428187.755138 cmd_parse_build_commands 0:0: bind
